Новый Huawei Matebook D16 /i5-12450H/16GB/1TB,66 500 ₽,9 часов назад,"— Срочно! Минимальный ценник в РФ на эту модель в такой комплектации! 
— Абсолютно новая рабочая станция Huawei Matebook D16 в идеальном состоянии! Цены в ретейлах от 92 тыс. Рублей. В комплекте с коробкой и фирменным З/У. Любые проверки! Две недели на возврат. Рассрочка. Безнал. Опт. Торг у капота! 

— Точная модель — Huawei Matebook D16 Rlef-W5651D.
— Процессор — I5-12450H — 8 ядер, 12 потоков, до 4.4 Ггц. 
— Оперативная память — 16 GB Lpddr4. 
— Видео — Uhd Graphics. 
— Диск — 1 TB Ssd nvme M.2. 
— Экран — 16' fullhd 1920x1080 Матовый Ips. 
— Опции — wifi AC / Premium Audio / Webcam/ fingerprint. 
— Порты — Usb 2.0, Usb 3.2 gen1 x2 / Hdmi / Usb-Type C. 
— Операционная система — Windows 11 Home. 

— Уважаю ваше время. Ценю свою репутацию. 
— Осмотр и проверки в минуте от м. Парк Победы. 
— Бесплатная доставка по Москве с оплатой при получении. 
— Авито Доставка / Почта / Сдэк в любую точку РФ. 
— Возможен выкуп вашей техники. Оценю дороже всех. 
— Посоветую лучшую модель под ваши задачи и бюджет. 
— Все что в профиле — в наличии. Можно выбрать на месте. 
— Берегите время и деньги. Жизнь слишком коротка, чтобы пользоваться медленными ноутбуками. 

— Одна из лучших рабочих станций бизнес класса по соотношению цена/качество, судя по обзорам в интернете. Основные плюсы — Свежая платформа последнего 12-ого поколения Intel с мощным, 8ми ядерным процессором i5-12450H (до 4.4 Ггц), сочный Ips экран высокого разрешения, огромный объем оперативки и быстрый Ssd накопитель на 1 TB. Великолепное качество сборки корпуса и отличная автономность — до 13 часов работы. Удачная покупка для успешного человека, ценителя мощной и стильной портативной техники премиального класса. 

— Возможен обмен на ультрабук: Lenovo thinkpad thinkbook X1 X13 Carbon Nano Yoga, HP Probook elitebook 840 G5 G6 G7 G8 Spectre Envy X360; Asus zenbook expertbook Flip; Dell Vostro Latitude Xps; Acer Swift 3; Huawei Matebook X Pro Honor magicbook; Xiaomi Pro Air LG Gram; Samsung Notebook C процессором Ryzen 5 7 / Core i5, i7 / С диагональю экрана 12.5' 13 14 15.6 Fhd 4K.",https://www.avito.ru/moskva/noutbuki/novyy_huawei_matebook_d16_i5-12450h16gb1tb_2615415858?slocation=621540,2615415858
Huawei MateBook D16 Ryzen 5 4600H 8+512Гб,49 990 ₽,2 дня назад,"Huawei matebook D 16 Hvy-Wap9.

При заказе в регионы по полной предоплате — доставка в Подарок (Бесплатно)! 

Диагональ: 16.1.
Процессор: Ryzen 5 4600H.
Оперативная память: 8Гб.
Накопитель: 512Гб.
ОС: Windows 11 (лицензия).

Шикарный большой дисплей в компактном корпусе, замечательный звук из динамиков, встроеннный сканер отпечатков пальцев, корпус из алюминия, мощное железо подойдет как для игр так и для работы! 

Состояние: отличнейшее, очень бережная эксплуатация! 
Комплект: сам ноутбук, кабель Usb-C/Usb-C, адаптер питания (всё оригинальное), коробки нет! 
Всё функции работают идеально, без вскрытий и ремонта, любые проверки! 

Возможен Trade-in (обмен с доплатой) на: 

iPhone 12 / 13 / 14 / mini / Pro / Plus / Max.
IPad 2018-2022 / Air / Pro / mini 6.
Mac mini 2018-2022.
IMac 2017-2022.
Samsung Galaxy S22 / Z Fold 3 / Z Flip 4.
Oneplus 10T / 10 Pro.
Google Pixel 6 / 6 Pro / 7 / 7 Pro.
Xiaomi 12 / Pro / 12T.
PS5 / Xbox Series X / Nintendo Switch Oled.
Steam Deck.

Сразу указывайте: комплект, состояние и доплату за Ваш гаджет! 

Приоритет — продажа! 

Без Торга.",https://www.avito.ru/moskva/noutbuki/huawei_matebook_d16_ryzen_5_4600h_8512gb_2652417881?slocation=621540,2652417881
Ноутбук Huawei matebook D16,52 990 ₽,4 дня назад,"Новое, привезён из Европы. Торга нет. Доставки Авито нет. Доставка по Москве 500р курьером в пределах Мкад, доставка в регионы по предоплате транспортными компаниями типа Сдэк. 
Всё дополнительные вопросы по телефону в объявлении. 

Этот ноутбук создан для тех, кто хочет получить хорошее производительное компьютерное устройство с наиболее востребованным функционалом. Данная модель полностью удовлетворяет данные требования. Надежный накопитель предоставляет вам возможности для долговременного хранения необходимой виртуальной информации. Устройство оборудовано веб-камерой и микрофоном, благодаря которым вы сможете организовывать видеоконференции с партнерами по бизнесу и коллегами по работе.",https://www.avito.ru/moskva/noutbuki/noutbuk_huawei_matebook_d16_2590710885,2590710885
Huawei MateBook D16 R5 4600H 16гб + 512,49 000 ₽,4 дня назад,"Ноутбук в отличном состоянии, покупался на официальном сайте 2021-12-25, использовался для офисной работы, не нагружался. Отличный ноубук для учебы, программистов\дизайнеров и т. П. Компактный, мало весит! 
Продаю в связи с покупкой новой модели, данный ноутбук теперь просто лежит. Торг. 

Процессор Amd Ryzen™ 5 4600H.
Память 16 ГБ Ddr4.
Накопитель 512 ГБ Ssd nvme pcie.
Адаптер питания Huawei Usb-C 65 Вт.
Зарядный кабель Usb-C.",https://www.avito.ru/kirovskaya_oblast_kirov/noutbuki/huawei_matebook_d16_r5_4600h_16gb_512_2650751147?slocation=621540,2650751147
Ноутбук huawei matebook d16 HVY-WAP9,42 000 ₽,1 неделю назад,"Продаю ноутбук, состояние идеальное, подарили пользовались редко, стоит без дела.
Процессор ryzen 5 4600h полноценные 6 ядер 12 потоков не урезанные.
Мощная графическая система.
8 гб оперативной памяти.
512 гб быстрый ссд.
Авито доставки нет, отправка сдэком по полной предоплате.",https://www.avito.ru/volgograd/noutbuki/noutbuk_huawei_matebook_d16_hvy-wap9_2648704450,2648704450
Huawei matebook d16 i5,61 000 ₽,1 неделю назад,Новый привезён из Германии. Не вскрывался.,https://www.avito.ru/moskva/noutbuki/huawei_matebook_d16_i5_2620577331?slocation=621540,2620577331
Huawei matebook d16 amd 4600h 16gb 512gb,59 000 ₽,5 дней назад,"Ноутбук Huawei matebook D 16.
Самая топовая версия, ростест, покупал в Москве в магазине Huawei. 
Коробка, зарядка, и Рюкзак huawei в подарок. 
Как новый — не смог привыкнуть к виндоусу. 
Не вскрывался не ремонтировался. 

Windows 11 официальная от производителя.
Full HD (1920x1080), Ips, Amd Ryzen 5 4600H, ядра: 6 х 3 ггц, Ram 16 ГБ, Ssd 512 ГБ, Amd Radeon Graphics.",https://www.avito.ru/krasnodar/noutbuki/huawei_matebook_d16_amd_4600h_16gb_512gb_2563781165,2563781165
Huawei matebook D16 i5 12500H 16GB SSD 512gb,65 500 ₽,2 недели назад,"Ноутбук Huawei matebook D 16 16"", Ips, Intel Core i5 12500H 3.3ггц, 16ГБ, 512ГБ Ssd, Intel Iris Xe graphics.

Витрины образец! На гарантии! Как новый! 

-Есть в наличии Huawei Matebook D16 i7 12700H 16GB 512Gb — цена 73.500₽.
Есть в наличии Honor magicbook X14 i3 256 Ssd как новый.

Есть запечатанный Honor magicbook x14 i5 Ssd 512 gb — новый.

Коротко о ноутбуке.
Нотубк металический как MacBook Pro с Ips- экрaнoм Ноутбук Huawei matebook D 16 i5/16/512 Silver. Благодaря eго paзмеpу дюйма и узкой рaмке, шиpинa кoтоpой умeньшенa дo 5.3 мм, устрoйcтво oтличнo пoдoйдeт для просмoтрa фильмoв, твоpчеcтвa и рaботы. 
На мощном процессоре i5 12500H. Очень качественное охлаждение Ssd накопителем благодаря которому Windоws загружается за несколько секунд. Металлический топкейс, качественный крепкий корпус. 

Cостояние Новое.

Комплектация.
Полный комплект, ничего не утеряно — коробка и т. Д….

Характеристики.
Процессор Intel Core i5 12500H.
Кодовое название Picasso (Zen+).
Кол-во ядер 6 Кол-во потоков 12.

Дисплей 16,1 Ips матовое.
1920x1080 пикс 60 Гц.

Оперативная Память 16 ГБ.
Тип памяти Ddr4.

Видеокарта интегрированная.
Amd Radeon Vega 8.

Накопитель Ssd M.2 512 GB.

Usb 3.2 gen1, Usb C gen1 Windows 10 Home быстрая зарядка, сканер отпечатка, 1.53 кг.

Корпус: Серый. Алюминевый корпус. 

Заходите в профиль. Любые проверки, личная встреча (отзывы в профиле).

Возможен Обмен на Ваш игровой ноутбук и телефон с доплатой (Трейд-ИН).

Всегда в наличии большой выбор ноутбуков на любой вкус, постоянное обновление. Есть практически все. Новые и б/у. 

По цене/качеству схож с msi, аsus rоg, Lеnоvо, асеr рrеdаtоr, hр оmеn, Сlеvо, dехр, gigаbytе, rаzеr blаdе, асеr nitrо, dеll Insрirоn, Аliеnwаrе 17 R4, msi gе60, gе70, gt70, GS70, gs60, msi рrеstigе, хiаоmi mi gаming, gt72s, GЕ72, gе62, 960m, 950m, 970m, 980m, 880m, 870m, 860m, 850m, 770m, 760m, 750m, 670mх, 670m, 650m, 660m, 1050 4gb, 1050 ti, 1060, 1070, 1080. Аsus striх.",https://www.avito.ru/moskva/noutbuki/huawei_matebook_d16_i5_12500h_16gb_ssd_512gb_2526251919?slocation=621540,2526251919
"Huawei Matebook D16, 512 GB, AMD Ryzen 5 4600H",50 000 ₽,6 дней назад,"Продаю отличную модель ноутбука для работы (а можно даже и запустить несколько добротных игр, таких как: Gta V, The Witcher 3, Stray и т. Д). Ноутбук в отличном состоянии, покупал в августе 2021г с официального сайта, использовался в основном для работы, в графических редакторах (Figma, Adobe Photoshop, Adobe Illustrator, Blender, Cinema 4D — полет замечательный). Полный комплект, коробка, адаптер питания, провод Type-C to Type-C.",https://www.avito.ru/barnaul/noutbuki/huawei_matebook_d16_512_gb_amd_ryzen_5_4600h_2630325847,2630325847
Huawei matebook d16,52 000 ₽,3 недели назад,"Добрый день! 

Продаю свой ноутбук, так как купила новый. Ноутбуку год, почти не пользовалась, так как в основном работала на корпоративном. 

По любым вопросам — пишите.",https://www.avito.ru/podolsk/noutbuki/huawei_matebook_d16_2558223380?slocation=621540,2558223380
"Huawei MateBook D16 16"" i7 12700H 16GB гарантия",64 900 ₽,1 неделю назад,"Продам ноутбук Huawei matebook D 16 Rlef-X (53013esy): 

Экран: 16"", 1920×1200, 60 Гц, 300 кд/м², матовый, Ips.
Процессор: Intel Core i7-12700H.
Память: 16 GB Lpddr4.
Накопитель: 512GB Ssd nvme.
Wi-Fi: WI-FI 6 (802.11ax).
Bluetooth: 5.1.
Интерфейсы и порты: 2 × Usb 3.2 Gen 1 Type-C, 1 × Usb 3.2 Gen 1 Type-A, 1 × Usb 2.0 Type-A, 1 × Hdmi, 1 × аудиоразъём 3.5 мм.
Веб-камера: 1080p.
Встроенный микрофон: есть (четыре).
Акустическая система: 2 динамика.
Клавиатура: с русскими буквами, подсветка.
Батарея: 60 Вт·ч, литий-ионная.
Корпус: металлический, серый, 357 × 249 × 19 мм, 1.7 кг.
Адаптер питания: 65 Вт, 0.2 кг (с кабелем).

Свежая модель, появилась в продаже в августе 2022 года. Ноутбук б/у 2.5 месяца, покупался в августе 2022, в отличном состоянии, использовался в роли стационарного ПК. 

Полный комплект: ноутбук, адаптер питания (с кабелем), бумажки, коробка, всё как с магазина. 

Чек (электронный) и гарантия до августа 2023 года (Днс). 

Установлена чистая лицензионная Windows 11 Домашняя, установлены все обновления, драйвера, ноутбук полностью готов к работе, включай и пользуйся. 

Экран ноутбука откалиброван, цветовой профиль установлен в систему. 

Цена: 64900₽.",https://www.avito.ru/omsk/noutbuki/huawei_matebook_d16_16_i7_12700h_16gb_garantiya_2614561151?slocation=621540,2614561151
Ноутбук Huawei MateBook D 16 16+512GB,69 999 ₽,2 дня назад,"Ноутбук Huawei matebook D 16 Hvy-Wap9 16+512GB Space Grey — абсолютно новый, чек и гарантия от федерального ритейлера. 

Диагональ/разрешение-16.1""/1920x1080 пикс. 

Процессор-Amd Ryzen 5 4600H 3.0 ггц.

Оперативная память (Ram)-16 ГБ.

Графический контроллер-Radeon Graphics.

Объем Ssd-512 ГБ.",https://www.avito.ru/kazan/noutbuki/noutbuk_huawei_matebook_d_16_16512gb_2122055025?slocation=621540,2122055025
Huawei Matebook D16 16/512 i5-12500H Ростест,61 990 ₽,2 недели назад,"Huawei matebook D16 Rlef-X.
Ноутбук запакован, новый, не вскрывался. 
Модель 2022 года, официальная версия для российского рынка, 2 года гарантии, Ростест. 
Цвет: космический серый.
Память: 16/512Гб.
Процессор: Intel i5-12500H.
Установлена Windows 11.
По всем вопросам пишите здесь!",https://www.avito.ru/moskva/noutbuki/huawei_matebook_d16_16512_i5-12500h_rostest_2469597243,2469597243
"16,1"" Ноутбук Huawei MateBook D 16 (HVY-WAP9)(FHD",53 499 ₽,3 дня назад,"5007360.

Подменный фонд. После ремонта( замена субплаты и кнопки питания), полный комплект, потертости, мелкие царапины.
Категория: Ноутбуки.

Серийный номер: №8tkbb21c22800149.

Характеристики/Ips) Amd Ryzen 5 4600H/16384/Ssd 512/Radeon Vega/win10/Space Grey.

Продавец — официальный магазин техники «Dns».

Фото представлены для ознакомления с внешним видом модели. 

Фото фактического состояния предоставляются по запросу, а так же товар можно осмотреть самостоятельно в магазине. 

Гарантия на товар.

Техника проверена в фирменном сервисном центре магазина, работоспособность подтверждена. 

Полный список товара, можно увидеть на сайте магазина «Dns», в разделе «Уцененные товары» ссылка в карточке компании.",https://www.avito.ru/nizhniy_novgorod/noutbuki/161_noutbuk_huawei_matebook_d_16_hvy-wap9fhd_2500264877,2500264877
Huawei matebook d16 2022 i5,60 000 ₽,1 неделю назад,"Новый, активировал и обновил Windows только. Упаковал обратно и так лежит уже месяц. 
Не пригодился.",https://www.avito.ru/taganrog/noutbuki/huawei_matebook_d16_2022_i5_2623300230,2623300230
"Huawei matebook d 16 i7-12700h, 16Gb/512Gb",77 000 ₽,1 неделю назад,"Хороший ноут, по непредвиденным обстоятельствам продаю. 
Чек покупки есть, не успел хорошо попользоваться. 
Куплен 03.10.2022г, торг не уместен.",https://www.avito.ru/moskva/noutbuki/huawei_matebook_d_16_i7-12700h_16gb512gb_2569579835,2569579835
"Huawei MateBook D16 AMD 2021, 16/512GB Space Grey",55 000 ₽,1 неделю назад,"Отличный ноутбук в идеальном состоянии. На фото видно, что ни коцок, ни царапин нет, т. К. В основном использовался для работы стоя закрытый в подставке. Отличный аппарат с большим и ярким экраном, скрываемая камера прямо в клавиатуре, из-за чего очень тонкие рамки экрана, Wi-Fi 6, двухуровневой белой подсветкой клавиатуры, хорошим звуком и кнопкой включения с встроенным сканером отпечатка пальца. Оперативной памяти 16GB и 512GB Ssd. 

Стоит официальная windows 10 home single language. При желании есть возможность обновиться до windows 11. Ноутбук практически бесшумный и сильно не греется. Начинает крутить активно охлаждение и довольно прилично греться только в играх. Игры тянет не сильно требовательные, но если сильно хочется, то поиграть можно. По времени автономной работы при активной работе 4-6 часов держит. Если просто смотреть видео с яркостью экрана на половину, то может и больше будет. Комплект полный и родной. Покупался 11 ноября 2021 в mvideo. В использовании меньше года, т. К. Купил мак и уже как 2 месяца уже лежит. 

Всю основную и дополнительную информацию можете посмотреть в обзорах на youtube.",https://www.avito.ru/krasnoyarsk/noutbuki/huawei_matebook_d16_amd_2021_16512gb_space_grey_2666665730,2666665730
Huawei matebook d 16,49 900 ₽,1 неделю назад,Покупал для себя. Идеальный ноутбук для любых задач. Huawei matebook D16.,https://www.avito.ru/voronezh/noutbuki/huawei_matebook_d_16_2576681655,2576681655
Ноутбук Huawei MateBook D16 i5-12500H 16/512 гб,65 000 ₽,6 дней назад,"Ноутбук Huawei matebook D16 Rlef-X в идеальном состоянии, был куплен 2 месяца назад, использовал только дома, за ПК мне более комфортнее работать поэтому и продаю. 
На гарантии до 20.08.2023 покупал в М. Видео, отдаю с чеком. 
Краткие характеристики: 
Процессор: Intel Core i5-12500H.
Модель встроенной видеокарты: Intel Iris Xe Graphics.
Озу: 16 ГБ.
Ssd: M.2 pcie 512 ГБ.
Тип экрана: Ips.
Разрешение экрана: 1920x1200.",https://www.avito.ru/voronezh/noutbuki/noutbuk_huawei_matebook_d16_i5-12500h_16512_gb_2622865870,2622865870
Huawei MateBook d 16/i5-12450h/16gb/512ssd,57 000 ₽,1 неделю назад,"Новый ноутбук привезенный из Европы.

Отправляю авито доставкой и другими курьерскими службами.

Qwertz раскладка.

Операционная система: Windows 11.

Оперативная память: 16gb.

Oбьем ssd: 512gb.

Процессор: Core™ i5-12450H (8 ядер 12 потоков).",https://www.avito.ru/taganrog/noutbuki/huawei_matebook_d_16i5-12450h16gb512ssd_2592919434?slocation=621540,2592919434
Ноутбук Huawei MateBook D 16. Новый,65 000 ₽,1 день назад,"Продаю новый Ноутбук Huawei matebook D 16. Покупался в Ситилинке. Коробка не вскрывалась. Диагональ экрана в дюймах 16.1 "". Разрешение экрана 1920х1080. Тип матрицы.
Ips. Процессор Amd Ryzen 5 4600H. Процессор, частота.
3.0 ггц (4.0 ггц, в режиме Turbo). Количество ядер процессора 6-ядерный. Оперативная память 16 ГБ, Ddr4. Графический процессор Amd Radeon. Объем Ssd 512 ГБ. Операционная система Windows 10 Home. Размеры (шхгхв) 369 х 234 х 18.4 мм. Вес 1.7 кг. Гарантия 12 мес.",https://www.avito.ru/nizhniy_novgorod/noutbuki/noutbuk_huawei_matebook_d_16._novyy_2576710622?slocation=621540,2576710622
Huawei matebook d16,75 000 ₽,1 неделю назад,"Абсолютно новый ноут, мне подарили, но у меня мак и этот мне просто не нужен. Полная комплектация, всё по максимуму. Есть зарядка и коробка от ноута.
Intel.",https://www.avito.ru/moskva/noutbuki/huawei_matebook_d16_2648093768?slocation=621540,2648093768
Ноутбук huawei matebook d16,46 000 ₽,1 неделю назад,Состояние 9/10.,https://www.avito.ru/kaliningrad/noutbuki/noutbuk_huawei_matebook_d16_2604869293?slocation=621540,2604869293
Ноутбук Huawei MateBook D16 новые рст,65 000 ₽,3 недели назад,"Оригинальные ноутбуки Huawei matebook D 16 2021 космический серый 16.1"" новые Рст. 

Модель: Hvy-Wap9.

Amd Ryzen 5 4600H, Ssd 512gb, Ram 16gb.

Новые — 70 000р. 

Витрина — 65 000р. 

Полный комплект, оригинальная упаковка. 

Самовывоз: 

Мцк / метро Шоссе Энтузиастов, КЦ Буденовский, проспект Буденного 53с2, павильон Д-23, с 11-00 до 20-00 без выходных. 

Отправка в регионы — от 350р. Почта России, Сдэк, boxberry или любая другая ТК на ваш выбор. Также можно заказать через Авито доставку. 

Доставка по Москве — от 350р. В пределах Мкад.",https://www.avito.ru/moskva/noutbuki/noutbuk_huawei_matebook_d16_novye_rst_2343337167?slocation=621540,2343337167
Ноутбук Huawei Matebook D 16,64 000 ₽,1 неделю назад,"Продаю любимый Huawei Matebook 16 D в идеальном состоянии. 
16 гигов, Ryzen 5, 512 гигов sdd. Все остальные характкристики можно глянуть в инете. 
Особенно нравится моментальная загрузка ноута, быстрый отпечаток пальца, металлический корпус, легкий вес и нереально мягкая клавиатура, я такими ноутами еще не пользовался. Заряжается с 0 до 100 за 58 минут, type c зарядка, мега удобная, маленькая. Звучание динамиков огонь. Кулеры включаются крайне редко, очень тихий ноут. 

Использовался только для офисных программ, хотя потенциал отличный. Не видел тормозов от слова совсем. Спокойно работал в фотошопе 19м. 

Приходится продавать, нужны средства. Есть чеки, готов на любые проверки. Не разбирался, не падал. 
Брал за 70к год назад, польщовался им полгода ровно.",https://www.avito.ru/chelyabinsk/noutbuki/noutbuk_huawei_matebook_d_16_2606557598?slocation=621540,2606557598
Huawei MateBook D 16,55 000 ₽,2 недели назад,"Ноутбук в идеальном состоянии, куплен в '21 году, использовался крайне редко.",https://www.avito.ru/ryazanskaya_oblast_shilovo/noutbuki/huawei_matebook_d_16_2584296622?slocation=621540,2584296622
